id,age,income,loan_amount,term,gender,credit_history,default
6286,50,59622,4698,24,F,0,0
6287,28,41495,15520,6,M,1,0
6288,40,58955,12570,24,F,1,0
6289,52,36398,4616,18,F,1,0
6290,42,40835,5114,6,M,1,0
6291,27,60960,7239,12,M,1,0
6292,29,42284,16491,18,M,1,0
6293,21,32431,6949,24,F,1,0
6294,49,75951,9123,6,F,1,0
6295,28,49472,17666,18,M,1,0
6296,24,57071,12076,18,F,1,1
6297,55,16068,2760,24,F,1,0
6298,23,69977,1000,24,F,1,0
6299,60,89693,10470,12,M,0,0
6300,27,68632,21506,12,M,0,0
6301,47,70770,16778,18,F,1,0
6302,21,43868,11883,24,F,0,0
6303,47,53777,13925,18,F,1,0
6304,36,57321,14302,36,M,0,0
6305,58,39535,1822,24,M,1,0
6306,27,48139,11038,36,M,1,1
6307,64,34985,16566,36,M,1,0
6308,43,44067,20456,24,M,1,0
6309,61,62613,12529,12,F,0,0
6310,31,23513,3205,18,F,1,0
6311,62,64296,12855,6,M,1,0
6312,53,26339,12773,6,M,0,0
6313,56,50786,14345,24,M,1,0
6314,57,52151,12031,12,M,1,0
6315,61,58592,19301,12,F,1,1
6316,37,47291,10950,12,F,1,0
6317,55,34329,10296,6,F,1,0
6318,25,52767,8688,36,F,1,0
6319,52,82587,10487,6,M,1,0
6320,23,49783,11397,12,M,1,0
6321,55,36779,10611,6,M,0,0
6322,34,42992,13913,6,F,1,1
6323,51,52253,1000,18,F,1,0
6324,51,45970,9319,24,F,1,0
6325,37,43886,12587,36,F,1,0
6326,44,69911,11408,18,F,1,0
6327,43,57759,3630,24,M,1,1
6328,38,48222,12651,12,F,1,0
6329,34,48337,10247,18,F,0,0
6330,35,52597,13822,24,F,1,1
6331,35,58404,12881,18,M,1,0
6332,26,69234,11623,6,F,1,0
6333,47,43821,10017,6,F,1,0
6334,35,35083,11430,18,M,1,0
6335,56,41658,11440,18,M,1,0
6336,28,36866,16637,36,M,1,1
6337,35,27109,24951,12,F,0,0
6338,23,71158,4629,6,F,1,0
6339,33,62818,1000,18,F,0,0
6340,61,15747,7361,24,F,0,1
6341,54,53269,5294,12,M,1,1
6342,44,44348,14205,24,M,1,0
6343,60,42561,17460,12,M,1,0
6344,52,12702,14077,24,M,1,0
6345,52,49621,8429,6,F,1,0
6346,50,51153,13661,18,M,1,0
6347,33,32346,16074,18,F,1,0
6348,21,74341,13327,36,F,1,0
6349,54,61870,12757,18,M,1,0
6350,35,34004,9424,6,F,1,1
6351,64,65345,3908,12,F,1,0
6352,34,43016,15482,12,F,0,0
6353,49,65826,18472,18,M,0,0
6354,54,28356,3111,24,F,0,1
6355,38,52550,13830,18,F,1,0
6356,27,31755,5989,12,F,1,0
6357,49,37439,12332,36,M,1,0
6358,51,21025,3002,12,F,1,1
6359,45,31483,13903,24,F,1,0
6360,58,31395,12137,24,F,0,0
6361,34,29519,14135,36,M,1,1
6362,28,52829,13236,24,M,0,0
6363,47,23507,10933,18,M,1,0
6364,22,54482,13941,18,F,1,0
6365,37,65088,7771,12,F,1,0
6366,57,36664,12878,6,F,1,1
6367,34,48725,7236,18,F,1,0
6368,45,44965,13125,18,F,1,1
6369,50,43827,9043,36,M,0,0
6370,49,11667,12444,18,M,1,0
6371,40,33097,8565,12,F,0,1
6372,41,71921,8661,36,M,1,1
6373,42,54857,8883,18,M,1,0
6374,55,46379,3344,12,F,1,0
6375,57,19688,14327,36,F,1,0
6376,36,58897,10231,6,M,0,0
6377,63,36325,3553,12,M,0,1
6378,37,31437,7285,18,F,0,0
6379,36,32941,7005,36,F,0,0
6380,22,57659,11998,6,F,1,0
6381,24,48935,8952,12,M,1,0
6382,41,62968,14535,6,M,1,0
6383,59,66885,4025,12,F,1,0
6384,54,38907,12167,18,F,1,0
6385,50,49359,11771,12,F,1,0
6386,26,45454,7898,18,F,0,0
6387,37,29573,11273,12,F,1,0
6388,59,31731,9816,36,M,0,0
6389,45,47537,16040,12,M,1,0
6390,25,49144,10424,12,F,1,1
6391,25,49176,15688,24,F,1,0
6392,40,49200,14170,24,F,0,0
6393,36,37760,3771,12,M,1,0
6394,61,81821,9582,24,F,0,1
6395,57,53477,14160,18,M,1,0
6396,60,41367,11221,24,M,1,0
6397,29,56034,10409,12,F,1,0
6398,25,37231,10718,6,F,0,1
6399,62,50401,13033,6,F,1,1
6400,22,56010,8064,12,F,1,0
6401,29,58264,8568,12,F,0,0
6402,63,31140,14193,6,M,1,0
6403,56,95436,11041,36,M,1,0
6404,42,67727,9119,24,F,0,0
6405,42,80487,10181,36,F,0,0
6406,42,46158,12558,18,F,0,0
6407,54,53701,9911,6,F,0,1
6408,49,50546,10798,6,F,0,0
6409,58,41794,1428,36,M,0,0
6410,53,61364,11219,18,M,0,0
6411,38,36745,9350,36,M,0,0
6412,27,60473,14601,18,M,1,0
6413,21,42528,9749,12,F,1,0
6414,53,55985,17413,12,F,1,1
6415,21,71924,13058,6,F,1,1
6416,44,48004,6279,12,M,0,0
6417,24,61703,3828,36,M,1,0
6418,24,42366,9586,18,F,1,0
6419,38,32279,10142,6,M,1,0
6420,47,74925,1512,12,F,1,0
6421,63,61215,9740,6,F,1,1
6422,52,47983,8354,6,F,1,1
6423,53,60446,11005,18,F,1,0
6424,48,34754,20086,36,M,1,0
6425,62,56633,1650,36,F,1,0
6426,61,53255,14723,24,F,0,0
6427,56,59758,12428,36,F,1,1
6428,26,74625,7515,12,F,1,0
6429,36,71723,10120,24,F,1,0
6430,54,29167,14567,24,M,0,1
6431,43,20071,10556,24,F,0,0
6432,62,53685,1000,24,F,0,0
6433,44,52540,11822,36,M,1,0
6434,33,32957,13609,24,F,0,0
6435,38,35588,7933,12,F,0,0
6436,33,38444,14318,12,F,1,0
6437,57,70025,14713,6,F,1,1
6438,63,42912,16528,12,F,1,0
6439,59,27441,15015,6,F,1,0
6440,62,49033,22726,12,F,1,0
6441,37,49959,15829,24,M,0,0
6442,35,34518,10849,18,F,1,0
6443,38,58855,14006,24,F,1,1
6444,43,67058,10658,36,F,0,0
6445,50,44669,8758,6,M,1,0
6446,54,27441,4795,18,F,1,0
6447,24,45893,9403,12,F,1,1
6448,23,54525,14478,24,F,0,0
6449,27,17631,5990,6,M,1,0
6450,38,57222,12095,6,F,1,0
6451,62,44375,8320,12,M,1,0
6452,27,50655,10260,6,M,1,0
6453,60,45655,9980,12,F,1,0
6454,26,38698,11237,12,F,1,0
6455,42,48335,21603,24,M,0,0
6456,21,42366,7684,6,F,1,0
6457,24,44636,10109,36,M,1,0
6458,63,36793,9222,36,F,1,0
6459,49,58051,2793,24,M,1,0
6460,41,68551,14595,24,M,1,0
6461,46,36900,6131,12,F,1,1
6462,34,48247,17159,36,M,0,0
6463,29,33572,6376,6,F,1,1
6464,32,55820,12215,36,M,1,0
6465,62,53363,18959,24,M,1,0
6466,26,41315,12567,24,F,1,0
6467,40,48758,7352,12,M,1,1
6468,44,62979,5823,6,M,1,0
6469,47,25889,1000,24,F,1,0
6470,58,30622,8417,6,M,1,1
6471,28,58727,3183,36,M,1,0
6472,21,50817,10126,12,M,1,1
6473,44,48947,8138,36,M,1,0
6474,27,64144,10763,24,M,1,0
6475,39,60566,4507,24,F,1,1
6476,42,75726,7629,6,F,1,0
6477,55,63424,12863,24,F,1,0
6478,50,57885,11715,6,M,1,0
6479,49,49190,1063,18,F,1,0
6480,42,47837,14110,24,M,0,0
6481,31,49951,4838,36,F,1,0
6482,40,53344,2408,36,F,1,0
6483,49,31899,8946,6,M,0,0
6484,61,53953,22146,18,F,1,0
6485,62,46350,8379,24,M,1,0
6486,54,55355,10540,12,M,1,0
6487,21,41334,13478,12,M,1,0
6488,51,40108,5697,36,M,1,1
6489,50,53460,11582,24,F,0,0
6490,38,57159,5910,12,M,1,0
6491,37,40940,12808,6,M,1,0
6492,58,69788,12026,24,M,1,0
6493,34,69685,11578,36,M,1,0
6494,43,26265,10873,18,F,1,0
6495,45,38344,20074,6,M,1,0
6496,35,51743,11188,6,F,1,0
6497,42,55561,12660,24,F,1,0
6498,23,81985,11846,18,M,0,0
6499,39,52113,4994,6,F,1,0
6500,64,48253,6156,18,M,1,0
6501,54,32929,4581,36,M,1,0
6502,55,26219,6087,6,M,0,0
6503,21,47994,7467,12,F,1,0
6504,41,80860,8990,36,M,1,0
6505,49,46823,8931,36,F,1,1
6506,26,38409,12881,6,M,0,0
6507,57,56781,16752,12,M,1,0
6508,21,19916,15715,18,M,1,1
6509,21,51189,11391,12,F,0,0
6510,47,62365,5846,36,M,1,0
6511,41,35786,15246,6,F,0,0
6512,36,70533,7246,12,M,1,0
6513,64,59895,12172,12,F,1,0
6514,60,70668,11406,36,M,1,0
6515,46,29355,4692,18,M,1,1
6516,36,47289,7370,12,F,0,0
6517,48,63831,12565,12,M,0,0
6518,21,27532,9236,24,M,1,0
6519,56,64206,24561,36,M,1,0
6520,30,47302,7774,24,F,1,1
6521,63,64094,4959,36,F,1,0
6522,37,53262,10364,36,F,1,0
6523,43,71162,8388,24,F,1,0
6524,27,30621,1424,18,M,0,0
6525,64,54936,14177,18,M,1,0
6526,27,27326,14956,36,F,0,0
6527,64,56293,14268,24,M,1,0
6528,35,54917,11602,12,F,1,1
6529,54,45723,9325,36,M,1,0
6530,24,38243,10863,36,F,0,0
6531,34,45119,9387,6,F,1,0
6532,34,51464,6832,18,F,1,0
6533,36,54262,17702,24,M,1,1
6534,27,78984,16324,12,F,1,0
6535,52,63101,13301,12,F,1,0
6536,39,41196,7867,36,M,0,0
6537,22,58690,12923,12,M,0,0
6538,30,63219,8808,12,M,1,0
6539,37,40160,8612,36,F,0,0
6540,57,60532,9919,18,M,1,0
6541,32,27698,12205,6,F,0,0
6542,26,39614,7996,18,M,1,0
6543,42,28636,9304,18,F,0,0
6544,52,46834,16586,6,F,0,0
6545,61,42895,1630,36,F,1,0
6546,40,44045,15085,18,M,0,0
6547,21,62232,9341,24,F,0,0
6548,26,51358,7698,24,F,0,0
6549,39,62004,8486,6,F,1,0
6550,38,74395,10056,24,M,1,1
6551,26,81419,14641,36,M,1,0
6552,53,47902,10877,12,M,0,0
6553,43,58021,7541,36,F,1,0
6554,43,47678,13454,6,F,0,0
6555,46,65212,9519,12,M,1,0
6556,33,62295,12635,24,F,1,1
6557,27,40091,11357,18,M,1,0
6558,35,42299,4690,24,M,0,1
6559,64,70790,12858,36,M,1,0
6560,47,41762,1778,36,M,0,1
6561,46,48323,9499,6,M,1,1
6562,53,60125,4951,18,M,0,0
6563,35,47516,1000,18,M,1,0
6564,56,73009,11231,12,F,0,0
6565,47,65496,14165,12,F,1,1
6566,25,36737,9843,36,M,0,0
6567,22,41217,16422,6,F,1,0
6568,53,58813,10002,36,M,1,1
6569,36,49219,10886,18,F,0,0
6570,43,20891,5788,18,M,1,0
6571,58,35436,12910,36,F,1,0
6572,36,53511,12686,18,M,0,1
6573,34,63358,7910,12,F,1,1
6574,49,63572,3589,18,M,1,0
6575,46,79442,2531,12,M,1,0
6576,55,39628,15037,24,F,1,0
6577,35,40345,4170,6,M,0,0
6578,23,49620,17612,6,M,1,0
6579,43,24860,6080,18,M,0,0
6580,49,49953,8508,6,F,0,0
6581,54,47067,24157,24,F,1,0
6582,53,61875,7645,18,F,0,0
6583,61,64422,5179,12,F,0,0
6584,61,55359,8304,24,F,1,0
6585,43,50043,2414,24,M,1,0
6586,27,55460,8588,6,M,0,0
6587,23,38107,10361,12,F,1,0
6588,52,48759,14968,36,F,0,0
6589,51,50251,12548,24,F,1,0
6590,38,48873,10728,6,M,1,0
6591,63,47434,20749,24,M,1,0
6592,27,40680,13000,12,F,1,0
6593,61,34615,17175,12,F,1,0
6594,21,46923,14455,18,F,1,0
6595,34,58915,16981,36,M,1,0
6596,52,23938,15737,36,F,1,0
6597,26,42540,14171,6,F,1,0
6598,59,81036,13048,36,M,1,0
6599,30,47105,17428,12,F,1,0
6600,27,52270,7070,36,F,1,0
6601,46,77580,6329,6,F,1,1
6602,54,54791,2018,24,M,1,0
6603,50,55134,12621,36,M,0,0
6604,56,36347,15809,36,M,1,0
6605,41,54692,4802,12,M,0,1
6606,37,49778,6377,12,F,1,0
6607,53,63873,17204,24,M,1,0
6608,30,69159,13471,18,M,0,0
6609,62,50454,13253,36,M,1,0
6610,32,55731,12074,12,M,1,1
6611,36,21651,8940,18,F,0,0
6612,61,16465,2226,36,M,0,0
6613,52,66397,12960,36,M,1,0
6614,35,12576,20658,18,M,1,0
6615,47,54910,11496,12,M,1,0
6616,48,47395,4282,24,M,1,0
6617,37,68470,8998,36,F,1,0
6618,22,49472,14750,6,M,1,0
6619,56,77033,15344,6,M,1,0
6620,27,46941,17787,6,F,0,1
6621,33,67195,15301,24,M,1,0
6622,35,27526,1000,36,F,1,0
6623,45,15469,11147,12,F,1,0
6624,43,49576,2790,12,F,1,1
6625,42,28991,13172,24,F,1,1
6626,46,49101,13661,36,F,1,1
6627,53,43802,5897,18,F,0,0
6628,31,59077,8497,18,M,1,0
6629,30,34034,6785,36,F,1,0
6630,45,56369,14103,36,M,1,0
6631,57,62959,9606,12,F,1,0
6632,63,46914,6788,24,M,1,0
6633,58,57173,13926,24,F,1,0
6634,61,35321,13048,12,M,1,0
6635,44,44260,14092,6,F,1,0
6636,60,29868,2292,18,M,0,1
6637,53,85081,7097,36,M,0,0
6638,37,68431,13398,18,M,1,0
6639,44,74901,1688,18,F,1,1
6640,57,68216,1826,24,M,0,0
6641,22,40052,6329,12,F,1,0
6642,52,26982,13866,6,M,1,0
6643,44,43638,10056,6,F,0,0
6644,29,57129,12534,12,F,0,0
6645,24,45646,5080,18,M,1,1
6646,37,16478,5030,12,M,0,0
6647,37,61206,16959,12,F,1,0
6648,50,26026,12123,36,F,1,0
6649,60,43664,4625,36,F,0,0
6650,31,76156,1000,18,M,0,0
6651,41,50736,2962,24,M,1,0
6652,41,66149,4717,6,M,1,0
6653,38,55202,3650,36,M,0,0
6654,49,34866,9831,18,M,1,1
6655,44,60939,13357,12,M,1,0
6656,30,49051,9549,36,M,1,0
6657,37,27712,7724,12,F,1,0
6658,38,25195,11717,12,F,0,1
6659,62,55749,8307,36,M,1,0
6660,40,82120,1430,18,M,1,0
6661,57,33856,11013,6,M,1,0
6662,38,35645,11962,18,F,1,0
6663,37,55966,16017,24,F,1,0
6664,29,30291,14607,24,M,1,0
6665,34,85310,7201,6,F,1,0
6666,49,37014,8915,24,M,1,0
6667,51,42515,10176,12,F,1,0
6668,24,37931,11068,24,M,1,0
6669,38,64021,17471,36,F,1,0
6670,40,82433,9668,12,M,1,0
6671,63,39451,7397,18,F,0,0
6672,64,62998,16209,6,F,1,0
6673,29,30411,16087,36,M,1,0
6674,33,64389,14500,36,M,1,0
6675,35,76375,1982,6,M,1,0
6676,47,71785,10403,24,F,1,0
6677,35,51992,8829,6,M,1,0
6678,48,34507,12182,6,M,1,0
6679,57,50011,5645,24,M,1,0
6680,39,45336,14099,18,M,1,0
6681,46,43299,11788,6,F,1,0
6682,46,53098,14376,24,M,1,0
6683,45,49001,6260,36,M,0,0
6684,46,60617,11325,6,F,1,0
6685,46,60715,13942,6,M,1,0
6686,48,49058,1000,18,M,0,1
6687,38,56483,13334,18,M,1,0
6688,52,69820,8197,36,M,0,0
6689,23,42025,9881,18,M,1,0
6690,22,50238,16262,36,M,1,0
6691,53,34574,15457,6,M,1,0
6692,62,57197,7104,24,F,0,0
6693,39,52977,1561,18,F,1,0
6694,37,56913,9616,36,M,0,0
6695,64,35167,15312,18,M,1,0
6696,53,61483,16572,18,F,1,1
6697,32,51530,1000,12,M,0,0
6698,23,65442,12987,6,F,0,0
6699,63,43433,12309,18,F,0,0
6700,46,60236,13860,24,M,1,0
6701,55,56675,10065,12,F,1,0
6702,28,72869,1150,36,F,1,0
6703,56,48255,7709,36,M,1,0
6704,27,41676,5401,24,M,0,0
6705,56,42593,4830,24,M,1,0
6706,36,33375,13919,6,M,0,0
6707,44,42453,9146,24,M,1,0
6708,21,14891,11968,36,M,1,0
6709,45,70531,15281,6,M,1,0
6710,30,79010,1373,24,M,1,0
6711,36,47786,18016,24,M,1,1
6712,36,56571,18932,36,M,0,0
6713,28,52460,1120,6,M,1,0
6714,49,30304,13463,12,F,1,0
6715,59,65393,19947,12,F,1,0
6716,48,67631,3017,6,F,0,0
6717,26,34385,4136,24,M,1,0
6718,36,54948,14067,24,M,1,1
6719,40,46058,12292,6,F,0,0
6720,36,67848,11091,12,F,1,1
6721,27,48756,8748,18,F,1,1
6722,61,49163,10776,36,F,1,0
6723,34,77313,1000,6,F,1,0
6724,63,30718,4001,18,F,0,0
6725,46,53720,9439,36,M,1,0
6726,46,51329,1000,18,F,0,0
6727,34,40945,9298,18,F,0,0
6728,27,80597,9914,36,M,1,1
6729,53,55048,6313,18,M,1,0
6730,46,60076,6606,12,F,1,0
6731,40,62219,4771,6,M,0,0
6732,23,45187,7578,12,F,0,1
6733,24,68626,11800,12,F,1,0
6734,46,65608,12146,36,M,0,1
6735,31,48168,15122,36,M,0,0
6736,22,64074,9214,36,M,1,0
6737,34,68599,12285,18,F,1,1
6738,64,61926,2743,18,F,1,0
6739,50,37471,11039,6,M,1,0
6740,32,48614,8886,18,F,1,1
6741,46,57130,12496,6,F,1,1
6742,64,53781,8589,12,M,0,0
6743,53,38822,8118,6,M,1,0
6744,33,45701,5883,6,F,0,0
6745,34,55277,15037,36,F,1,0
6746,44,27361,6933,18,M,1,0
6747,54,50289,19322,24,M,1,1
6748,64,60449,3442,24,M,1,0
6749,46,54244,15856,36,M,0,0
6750,41,37137,1000,12,M,1,0
6751,48,39777,9153,12,F,1,0
6752,56,72304,7060,12,M,1,0
6753,60,35935,12197,6,F,1,0
6754,22,67785,14083,18,F,0,0
6755,62,40680,19671,12,F,1,0
6756,29,66952,7339,24,F,1,0
6757,43,58116,6317,6,M,1,1
6758,35,44779,14411,12,F,1,0
6759,33,23502,9320,12,F,1,0
6760,43,55978,6824,18,M,1,1
6761,37,52723,7772,18,F,1,0
6762,22,56208,6447,6,M,1,0
6763,40,58091,1654,24,M,1,0
6764,40,30288,17815,36,M,0,1
6765,23,55899,12441,24,F,1,0
6766,32,61138,1946,18,F,0,0
6767,60,60961,17498,18,F,0,0
6768,22,31204,10885,36,F,1,0
6769,56,67314,8941,24,F,1,0
6770,34,56430,12648,24,M,1,0
6771,36,58333,7823,36,M,1,0
6772,39,36564,3422,18,F,1,1
6773,54,61356,7304,6,F,0,0
6774,64,24141,9634,24,F,0,0
6775,26,37277,5500,12,F,0,0
6776,33,68998,12543,24,M,1,0
6777,56,60628,16397,24,F,0,0
6778,42,54372,8173,24,F,1,0
6779,38,64155,1000,18,F,0,0
6780,32,65197,9169,12,F,0,0
6781,50,61368,5749,24,F,1,1
6782,60,46738,8928,6,M,1,0
6783,27,36829,8863,12,M,1,0
6784,52,40048,5693,36,M,1,0
6785,39,71158,3163,6,F,1,0
6786,26,30867,10062,36,F,0,0
6787,40,57362,6160,24,M,1,0
6788,47,57385,18718,18,M,1,0
6789,63,72020,11231,24,F,0,0
6790,57,57343,6331,24,F,1,0
6791,27,43651,7629,36,M,1,0
6792,25,43887,9242,24,M,1,0
6793,31,49913,10489,6,M,0,0
6794,35,66990,13081,18,M,1,0
6795,23,62097,15724,36,F,1,0
6796,25,33714,9644,12,M,0,0
6797,43,54179,12276,24,M,1,0
6798,57,62378,12132,36,F,1,0
6799,29,46442,10493,24,M,1,0
6800,35,17600,8961,24,F,1,0
6801,23,47052,10707,36,M,1,0
6802,49,27722,6734,6,M,1,0
6803,26,25348,4328,12,F,1,1
6804,37,65977,17220,24,M,1,0
6805,46,87815,11078,6,F,1,0
6806,41,70464,11366,24,F,0,0
6807,28,10841,8917,24,M,1,0
6808,41,47404,12490,6,F,1,0
6809,31,41154,9100,24,F,1,0
6810,58,27936,2414,12,F,0,0
6811,28,56972,7327,36,M,1,1
6812,62,47228,12988,6,F,1,0
6813,44,32538,7032,18,M,0,0
6814,55,19154,1000,24,F,1,0
6815,34,40866,8533,36,F,1,0
6816,34,50118,1346,12,F,1,0
6817,30,48223,8458,12,F,0,0
6818,32,65941,15926,18,F,1,0
6819,58,55069,3641,12,F,1,0
6820,64,44830,13239,36,M,0,0
6821,54,37741,18574,18,M,1,1
6822,61,23436,16365,6,M,0,1
6823,30,33630,8861,18,F,1,0
6824,37,70374,5423,6,M,0,0
6825,37,62970,10874,12,F,1,1
6826,23,54331,10943,36,M,1,1
6827,51,42588,14608,24,F,0,0
6828,21,68615,10255,18,M,1,1
6829,32,34833,12013,12,M,0,0
6830,59,35004,5455,36,M,1,0
6831,24,48597,13698,24,M,0,0
6832,62,17252,3619,18,F,1,1
6833,33,34407,6862,36,F,1,0
6834,54,46456,13004,12,F,0,0
6835,62,43081,16454,18,M,1,0
6836,41,35176,13419,18,F,1,0
6837,42,80530,9838,6,F,1,0
6838,24,70448,9884,6,M,0,0
6839,38,75719,5460,18,M,0,0
6840,25,48514,8152,36,M,1,0
6841,39,42671,1000,12,M,1,0
6842,22,74024,18294,24,F,1,0
6843,32,51278,21081,6,M,1,1
6844,37,34092,1000,12,F,1,0
6845,30,35134,2829,18,M,0,0
6846,54,45133,16811,12,M,1,0
6847,26,49669,6076,12,M,1,0
6848,28,51221,16925,12,M,1,0
6849,31,47246,13769,18,F,0,0
6850,32,85094,8395,6,M,1,0
6851,29,29703,14723,24,M,1,0
6852,22,60090,9816,36,F,0,1
6853,28,42838,9729,6,M,1,0
6854,31,49418,12643,24,F,1,0
6855,56,64107,13960,18,F,1,0
6856,30,23258,15011,24,F,1,0
6857,41,35811,21775,18,M,0,0
6858,40,47995,11823,24,F,1,1
6859,28,72143,16464,6,M,1,0
6860,56,72064,16325,18,F,1,0
6861,49,69159,13425,12,F,0,0
6862,62,17099,7362,18,M,1,0
6863,32,34253,15484,18,F,0,0
6864,34,34870,12229,24,M,1,0
6865,41,49171,3556,18,F,1,0
6866,42,22204,15068,24,M,1,0
6867,41,66468,1869,6,M,0,0
6868,64,20084,13237,18,F,0,0
6869,50,65487,7239,12,F,1,0
6870,59,63062,10816,12,M,1,1
6871,40,33584,3029,6,F,1,1
6872,44,68929,6380,12,M,0,0
6873,43,45001,7382,24,F,1,0
6874,27,41109,9238,18,M,1,0
6875,29,43678,7026,36,M,1,0
6876,21,44964,11739,18,F,1,0
6877,46,46344,12384,18,M,0,0
6878,58,46685,7767,36,M,1,0
6879,58,36645,10195,12,F,0,0
6880,64,40127,12657,12,F,0,0
6881,42,41425,1000,18,M,1,0
6882,64,75090,12210,12,F,0,0
6883,30,41432,6791,24,M,1,0
6884,26,40469,1000,24,M,1,0
6885,37,72744,8040,36,F,1,0
6886,58,45169,4961,18,F,1,0
6887,44,36646,7653,24,F,1,0
6888,30,33395,12335,6,M,1,0
6889,28,28697,14252,12,F,1,1
6890,41,58117,16448,18,M,1,0
6891,26,22934,16753,24,F,0,1
6892,41,70195,4817,36,M,1,0
6893,59,48630,16049,24,M,1,0
6894,44,43443,3883,6,F,0,1
6895,53,46574,15290,24,M,0,1
6896,38,56945,12855,18,M,1,1
6897,48,42952,10853,36,M,1,1
6898,52,47123,5568,36,F,1,0
6899,32,65796,15987,6,M,1,0
6900,62,55203,4961,18,F,1,0
6901,47,31250,9887,6,M,1,1
6902,30,39383,10339,6,M,1,0
6903,62,23278,1510,6,F,1,0
6904,52,59228,10744,24,M,0,0
6905,62,60829,4523,12,M,1,0
6906,46,35984,17204,24,M,1,1
6907,45,84572,23519,18,F,0,0
6908,31,86568,6330,6,F,1,0
6909,43,50342,8035,6,F,1,1
6910,54,38039,10831,12,M,1,0
6911,60,54107,1000,36,F,0,0
6912,43,37684,18217,6,M,1,1
6913,49,64250,8406,24,M,0,0
6914,51,52495,8001,6,M,1,0
6915,27,53574,13448,18,F,1,0
6916,60,76387,10424,12,F,1,0
6917,53,40714,10822,36,F,0,0
6918,41,41315,14217,18,M,1,0
6919,22,62875,9374,24,F,1,0
6920,38,43670,4382,18,F,1,0
6921,53,74057,16120,6,M,1,0
6922,57,65007,7072,12,F,1,1
6923,54,44429,7346,6,F,1,0
6924,40,22826,11153,12,F,0,0
6925,55,28216,3469,24,F,1,0
6926,38,42773,11196,18,F,1,0
6927,44,56070,14737,12,F,0,1
6928,28,66534,17899,18,M,1,0
6929,50,46740,13700,12,M,1,0
6930,64,36666,15365,6,M,0,0
6931,30,47888,6802,12,F,1,0
6932,43,50305,14126,12,F,1,0
6933,31,69574,9044,36,M,1,0
6934,22,68741,15797,24,M,1,0
6935,46,34971,10512,6,F,0,1
6936,56,56811,15387,6,F,1,0
6937,53,37192,10806,18,F,1,0
6938,33,37615,6162,12,F,1,0
6939,60,65580,10197,12,F,1,0
6940,45,47010,8346,12,F,1,0
6941,24,59597,16486,6,M,1,0
6942,62,58021,3219,36,M,0,0
6943,39,48807,1613,18,F,1,0
6944,38,54994,11460,12,M,1,0
6945,57,53057,8383,36,M,1,1
6946,50,32743,4271,24,F,1,0
6947,39,57309,9824,6,M,1,0
6948,43,39410,11331,24,F,0,0
6949,36,33963,16142,6,F,1,0
6950,21,62819,1000,18,M,1,1
6951,32,41130,10927,24,M,0,1
6952,44,66660,18206,18,M,1,0
6953,54,66475,17969,18,F,1,1
6954,28,42848,10461,18,F,0,0
6955,38,66025,7045,24,F,1,0
6956,25,44160,8652,24,F,0,0
6957,46,48974,5075,24,M,0,0
6958,50,57406,7792,12,M,0,1
6959,33,80590,10391,18,M,1,0
6960,39,64113,12352,12,F,1,0
6961,49,49133,14267,6,F,1,0
6962,23,51549,9447,24,M,0,0
6963,46,26253,9077,36,F,0,0
6964,60,65072,14382,6,F,1,0
6965,32,63460,8284,18,M,0,0
6966,22,54252,13493,18,M,1,0
6967,31,60766,1740,12,F,0,0
6968,64,19622,12335,24,F,0,0
6969,48,33773,20566,24,M,1,0
6970,38,77022,5367,6,F,1,1
6971,33,46134,17165,6,M,0,0
6972,57,61361,13469,6,M,0,0
6973,42,38800,14373,36,M,1,0
6974,32,43367,13347,36,F,1,0
6975,22,77820,6823,18,M,1,0
6976,57,47638,3482,18,M,0,0
6977,27,57853,12372,18,M,0,1
6978,46,51956,9386,24,M,1,1
6979,46,53696,3039,18,F,0,1
6980,44,53183,7730,12,M,1,0
6981,32,20335,4730,6,M,0,0
6982,36,57155,19589,24,M,1,0
6983,43,41935,14209,36,F,1,1
6984,60,76693,5110,6,F,1,0
6985,29,38410,12507,18,M,1,0
6986,52,42925,4207,36,M,1,0
6987,35,86691,1000,36,M,1,0
6988,57,60851,6507,36,M,1,1
6989,33,35248,9246,6,F,1,0
6990,25,52646,11913,24,M,0,0
6991,31,31694,14349,6,F,1,0
6992,30,53863,8210,12,M,1,1
6993,33,37934,13368,18,F,0,1
6994,61,77972,2012,24,F,1,0
6995,35,56313,17330,24,F,1,1
6996,62,57913,2186,18,F,1,0
6997,27,64246,7530,12,F,1,0
6998,60,65924,6477,36,F,1,0
6999,48,39663,2813,18,M,0,0
7000,52,51424,11655,36,F,1,0
7001,55,43317,18535,18,F,1,0
7002,35,81411,1000,6,M,0,0
7003,56,15721,1000,12,F,0,0
7004,41,41373,5626,12,M,0,0
7005,26,48800,8823,18,F,1,0
7006,21,52054,13833,12,F,0,0
7007,24,51747,7600,36,F,0,0
7008,31,49307,1000,12,M,1,0
7009,64,47563,16415,12,F,0,1
7010,46,53619,5426,12,F,0,0
7011,57,56922,13152,24,M,1,1
7012,43,76860,4309,18,F,1,0
7013,49,76727,9083,6,F,1,0
7014,41,54514,11778,6,F,1,0
7015,47,42569,5719,24,M,0,0
7016,59,43619,12124,24,F,1,1
7017,60,30288,8207,6,F,1,0
7018,33,64298,7716,36,F,1,0
7019,43,49328,17542,6,F,1,0
7020,36,56558,11775,6,M,0,0
